name,node_id,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,geometry
,1,1,,,residential,0,-111.9176573,33.3340915,POINT (-111.9176573 33.3340915)
,2,2,,,residential,0,-111.9180435,33.3278453,POINT (-111.9180435 33.3278453)
,3,3,,turning_circle,residential,0,-111.9181293,33.3283975,POINT (-111.9181293 33.3283975)
,4,4,,,residential,0,-111.9370903,33.3247312,POINT (-111.9370903 33.3247312)
,5,5,,,residential,0,-111.9419776,33.406618,POINT (-111.9419776 33.406618)
,6,6,,,residential,0,-111.9396516,33.3346409,POINT (-111.9396516 33.3346409)
,7,7,,,residential,0,-111.9652898,33.4231118,POINT (-111.9652898 33.4231118)
,8,8,,,residential,0,-111.9393266,33.3362643,POINT (-111.9393266 33.3362643)
,9,9,,,residential,0,-111.9386313,33.3370316,POINT (-111.9386313 33.3370316)
,10,10,,,residential,0,-111.9383052,33.3379781,POINT (-111.9383052 33.3379781)
,11,11,,,residential,0,-111.9383138,33.3384442,POINT (-111.9383138 33.3384442)
,12,12,,,residential,0,-111.9405778,33.3832706,POINT (-111.9405778 33.3832706)
,13,,,,primary,0,-111.9530106,33.4219181,POINT (-111.9530106 33.4219181)
,14,,,,others,0,-111.9406278,33.3807355,POINT (-111.9406278 33.3807355)
,15,13,,,residential,0,-111.9412608,33.4219305,POINT (-111.9412608 33.4219305)
,16,,,,tertiary,0,-111.943057,33.4296693,POINT (-111.943057 33.4296693)
,17,14,,,residential,0,-111.9412375,33.4190521,POINT (-111.9412375 33.4190521)
,18,15,,,residential,0,-111.94123,33.4176195,POINT (-111.94123 33.4176195)
,19,16,,turning_circle,residential,0,-111.8958182,33.3866492,POINT (-111.8958182 33.3866492)
,20,17,,,residential,0,-111.941205,33.416204,POINT (-111.941205 33.416204)
,21,18,,,residential,0,-111.9411894,33.4147443,POINT (-111.9411894 33.4147443)
,22,,,,others,0,-111.8987373,33.4257009,POINT (-111.8987373 33.4257009)
,23,,,,others,0,-111.8970292,33.4256972,POINT (-111.8970292 33.4256972)
,24,,,,others,0,-111.8953229,33.4256944,POINT (-111.8953229 33.4256944)
,25,19,,,residential,0,-111.9387421,33.33164,POINT (-111.9387421 33.33164)
,26,,,,others,0,-111.8935719,33.4256916,POINT (-111.8935719 33.4256916)
,27,,,,others,0,-111.8919045,33.4256889,POINT (-111.8919045 33.4256889)
,28,20,,turning_circle,residential,0,-111.938391,33.3368595,POINT (-111.938391 33.3368595)
,29,21,,,residential,0,-111.890235,33.4257007,POINT (-111.890235 33.4257007)
,30,22,,,residential,0,-111.9390262,33.3637033,POINT (-111.9390262 33.3637033)
,31,23,,turning_circle,residential,0,-111.9373125,33.3992353,POINT (-111.9373125 33.3992353)
,32,24,,,residential,0,-111.9385127,33.3652275,POINT (-111.9385127 33.3652275)
,33,25,,,residential,0,-111.9296308,33.3973721,POINT (-111.9296308 33.3973721)
,34,26,,,residential,0,-111.9171232,33.4136285,POINT (-111.9171232 33.4136285)
,35,27,,,residential,0,-111.9287897,33.3963761,POINT (-111.9287897 33.3963761)
,36,28,,turning_circle,residential,0,-111.8960702,33.3812403,POINT (-111.8960702 33.3812403)
,37,29,,,residential,0,-111.9389855,33.3668305,POINT (-111.9389855 33.3668305)
,38,30,,,residential,0,-111.8962446,33.399874,POINT (-111.8962446 33.399874)
,39,31,,,residential,0,-111.9407739,33.4000976,POINT (-111.9407739 33.4000976)
,40,32,,,residential,0,-111.9107726,33.4135536,POINT (-111.9107726 33.4135536)
,41,33,,,residential,0,-111.9366724,33.4254992,POINT (-111.9366724 33.4254992)
,42,34,,,residential,0,-111.9405507,33.4010434,POINT (-111.9405507 33.4010434)
,43,35,,,residential,0,-111.8920134,33.3998648,POINT (-111.8920134 33.3998648)
,44,,,traffic_signals,tertiary,0,-111.9349278,33.4254396,POINT (-111.9349278 33.4254396)
,45,36,,,residential,0,-111.940585,33.4020179,POINT (-111.940585 33.4020179)
,46,37,,,residential,0,-111.8902111,33.3998402,POINT (-111.8902111 33.3998402)
,47,38,,,residential,0,-111.8888122,33.3998398,POINT (-111.8888122 33.3998398)
,48,39,,,residential,0,-111.8860227,33.399847,POINT (-111.8860227 33.399847)
,49,40,,,residential,0,-111.9030303,33.3991206,POINT (-111.9030303 33.3991206)
,50,41,,,residential,0,-111.9241918,33.3929579,POINT (-111.9241918 33.3929579)
,51,42,,,residential,0,-111.9014682,33.3994789,POINT (-111.9014682 33.3994789)
,52,43,,,residential,0,-111.9005276,33.3995802,POINT (-111.9005276 33.3995802)
,53,44,,,residential,0,-111.8973483,33.3995864,POINT (-111.8973483 33.3995864)
,54,45,,,residential,0,-111.9253399,33.395,POINT (-111.9253399 33.395)
,55,46,,,residential,0,-111.9325932,33.4511439,POINT (-111.9325932 33.4511439)
,56,47,,turning_circle,residential,0,-111.9361462,33.4531785,POINT (-111.9361462 33.4531785)
,57,48,,turning_circle,residential,0,-111.9382139,33.399314,POINT (-111.9382139 33.399314)
,58,49,,turning_circle,residential,0,-111.9203585,33.3993602,POINT (-111.9203585 33.3993602)
,59,,,traffic_signals,secondary,0,-111.9456628,33.3346084,POINT (-111.9456628 33.3346084)
,60,,,traffic_signals,tertiary,0,-111.9179541,33.440316,POINT (-111.9179541 33.440316)
,61,50,,,residential,0,-111.9179527,33.4440219,POINT (-111.9179527 33.4440219)
,62,51,,,residential,0,-111.9179419,33.4458689,POINT (-111.9179419 33.4458689)
,63,52,,,residential,0,-111.9179494,33.4465803,POINT (-111.9179494 33.4465803)
,64,53,,,residential,0,-111.9457642,33.4146384,POINT (-111.9457642 33.4146384)
,65,54,,,residential,0,-111.9472669,33.414644,POINT (-111.9472669 33.414644)
,66,55,,,residential,0,-111.9314392,33.3593563,POINT (-111.9314392 33.3593563)
,67,56,,,residential,0,-111.9478717,33.414646,POINT (-111.9478717 33.414646)
,68,57,,,residential,0,-111.9179531,33.4480075,POINT (-111.9179531 33.4480075)
,69,58,,traffic_signals,residential,0,-111.9473406,33.4308199,POINT (-111.9473406 33.4308199)
,70,59,,,residential,0,-111.9483752,33.4142693,POINT (-111.9483752 33.4142693)
,71,60,,,residential,0,-111.9018787,33.3596791,POINT (-111.9018787 33.3596791)
,72,61,,traffic_signals,residential,0,-111.9521874,33.4146526,POINT (-111.9521874 33.4146526)
,73,62,,turning_circle,residential,0,-111.9004637,33.3596859,POINT (-111.9004637 33.3596859)
,74,63,,,residential,0,-111.9560514,33.4146679,POINT (-111.9560514 33.4146679)
,75,64,,,residential,0,-111.9564981,33.414669,POINT (-111.9564981 33.414669)
,76,65,,,residential,0,-111.9569579,33.4146701,POINT (-111.9569579 33.4146701)
,77,66,,,residential,0,-111.9587358,33.4146768,POINT (-111.9587358 33.4146768)
,78,67,,,residential,0,-111.9263147,33.4422255,POINT (-111.9263147 33.4422255)
,79,68,,turning_circle,residential,0,-111.9062535,33.360106,POINT (-111.9062535 33.360106)
,80,69,,,residential,0,-111.9594046,33.4146794,POINT (-111.9594046 33.4146794)
,81,,,traffic_signals,tertiary,0,-111.9263646,33.4440007,POINT (-111.9263646 33.4440007)
,82,70,,traffic_signals,residential,0,-111.9263737,33.4466592,POINT (-111.9263737 33.4466592)
,83,71,,,residential,0,-111.9602023,33.4146826,POINT (-111.9602023 33.4146826)
,84,72,,traffic_signals,residential,0,-111.9608279,33.4146777,POINT (-111.9608279 33.4146777)
,85,73,,,residential,0,-111.9263889,33.4490137,POINT (-111.9263889 33.4490137)
,86,,,traffic_signals,secondary,0,-111.9263889,33.451236,POINT (-111.9263889 33.451236)
,87,74,,,residential,0,-111.9162405,33.3693229,POINT (-111.9162405 33.3693229)
,88,75,,turning_circle,residential,0,-111.91597,33.3686431,POINT (-111.91597 33.3686431)
,89,76,,,residential,0,-111.9324477,33.3929047,POINT (-111.9324477 33.3929047)
,90,77,,,residential,0,-111.9315426,33.392911,POINT (-111.9315426 33.392911)
,91,78,,,residential,0,-111.9220538,33.3929578,POINT (-111.9220538 33.3929578)
,92,79,,turning_circle,residential,0,-111.9180597,33.3543257,POINT (-111.9180597 33.3543257)
,93,80,,,residential,0,-111.905253,33.3600764,POINT (-111.905253 33.3600764)
,94,81,,,residential,0,-111.9210721,33.3929572,POINT (-111.9210721 33.3929572)
,95,82,,turning_circle,residential,0,-111.9041373,33.3599942,POINT (-111.9041373 33.3599942)
,96,83,,traffic_signals,residential,0,-111.9177482,33.3929647,POINT (-111.9177482 33.3929647)
,97,,,traffic_signals,secondary,0,-111.8934773,33.334801,POINT (-111.8934773 33.334801)
,98,84,,,residential,0,-111.9011531,33.3347516,POINT (-111.9011531 33.3347516)
,99,85,,,residential,0,-111.9029126,33.3347373,POINT (-111.9029126 33.3347373)
,100,86,,traffic_signals,residential,0,-111.9113718,33.392971,POINT (-111.9113718 33.392971)
,101,87,,,residential,0,-111.9040965,33.3347217,POINT (-111.9040965 33.3347217)
,102,88,,,residential,0,-111.9068993,33.3929551,POINT (-111.9068993 33.3929551)
,103,89,,,residential,0,-111.9312568,33.4084598,POINT (-111.9312568 33.4084598)
,104,90,,,residential,0,-111.907865,33.3346727,POINT (-111.907865 33.3346727)
,105,91,,,residential,0,-111.9064732,33.39296,POINT (-111.9064732 33.39296)
,106,92,,traffic_signals,residential,0,-111.9311382,33.4075231,POINT (-111.9311382 33.4075231)
,107,93,,,residential,0,-111.9038621,33.3929619,POINT (-111.9038621 33.3929619)
,108,94,,,residential,0,-111.9310728,33.4066298,POINT (-111.9310728 33.4066298)
,109,95,,,residential,0,-111.9154943,33.3346795,POINT (-111.9154943 33.3346795)
,110,96,,,residential,0,-111.9310814,33.4058345,POINT (-111.9310814 33.4058345)
,111,97,,,residential,0,-111.9028665,33.3929619,POINT (-111.9028665 33.3929619)
,112,98,,,residential,0,-111.9310814,33.4050391,POINT (-111.9310814 33.4050391)
,113,99,,,residential,0,-111.9310814,33.4042438,POINT (-111.9310814 33.4042438)
,114,100,,,residential,0,-111.9018794,33.3929547,POINT (-111.9018794 33.3929547)
,115,101,,traffic_signals,residential,0,-111.9005405,33.3929619,POINT (-111.9005405 33.3929619)
,116,102,,,residential,0,-111.9310814,33.403427,POINT (-111.9310814 33.403427)
,117,103,,,residential,0,-111.926185,33.3346643,POINT (-111.926185 33.3346643)
,118,104,,,residential,0,-111.8988668,33.3929619,POINT (-111.8988668 33.3929619)
,119,105,,,residential,0,-111.9192451,33.334701,POINT (-111.9192451 33.334701)
,120,106,,,residential,0,-111.8962489,33.3929619,POINT (-111.8962489 33.3929619)
,121,,,,secondary,0,-111.8946351,33.3621443,POINT (-111.8946351 33.3621443)
,122,107,,,residential,0,-111.9305625,33.3346375,POINT (-111.9305625 33.3346375)
,123,108,,,residential,0,-111.9263852,33.4487609,POINT (-111.9263852 33.4487609)
,124,109,,,residential,0,-111.9333612,33.3346438,POINT (-111.9333612 33.3346438)
,125,110,,,residential,0,-111.9250111,33.448751,POINT (-111.9250111 33.448751)
,126,111,,,residential,0,-111.9370427,33.3346375,POINT (-111.9370427 33.3346375)
,127,112,,,residential,0,-111.9241849,33.4487597,POINT (-111.9241849 33.4487597)
,128,113,,,residential,0,-111.9390168,33.3346303,POINT (-111.9390168 33.3346303)
,129,114,,,residential,0,-111.8876852,33.3930036,POINT (-111.8876852 33.3930036)
,130,,,,motorway,0,-111.977912,33.4266751,POINT (-111.977912 33.4266751)
,131,115,,,residential,0,-111.9550923,33.3542111,POINT (-111.9550923 33.3542111)
,132,116,,,residential,0,-111.8864367,33.3930098,POINT (-111.8864367 33.3930098)
,133,117,,,residential,0,-111.9222254,33.4487546,POINT (-111.9222254 33.4487546)
,134,,,motorway_junction,motorway,0,-111.9781227,33.4168941,POINT (-111.9781227 33.4168941)
,135,118,,,residential,0,-111.8854067,33.3930226,POINT (-111.8854067 33.3930226)
,136,119,,,residential,0,-111.9210702,33.4440379,POINT (-111.9210702 33.4440379)
,137,120,,,residential,0,-111.8843506,33.3930199,POINT (-111.8843506 33.3930199)
,138,121,,turning_circle,residential,0,-111.9210672,33.4444233,POINT (-111.9210672 33.4444233)
,139,122,,,residential,0,-111.8853961,33.3960706,POINT (-111.8853961 33.3960706)
,140,123,,,residential,0,-111.934602,33.4478368,POINT (-111.934602 33.4478368)
,141,124,,,residential,0,-111.9398422,33.4086532,POINT (-111.9398422 33.4086532)
,142,125,,turning_circle,residential,0,-111.8842975,33.3962713,POINT (-111.8842975 33.3962713)
,143,126,,,residential,0,-111.9321282,33.4489665,POINT (-111.9321282 33.4489665)
,144,127,,turning_circle,residential,0,-111.9330519,33.3947696,POINT (-111.9330519 33.3947696)
,145,128,,,residential,0,-111.9381791,33.4085985,POINT (-111.9381791 33.4085985)
,146,129,,turning_circle,residential,0,-111.9363685,33.3957383,POINT (-111.9363685 33.3957383)
,147,130,,turning_circle,residential,0,-111.9318719,33.3977637,POINT (-111.9318719 33.3977637)
,148,,,,tertiary,0,-111.9349142,33.3976146,POINT (-111.9349142 33.3976146)
,149,131,,,residential,0,-111.9343936,33.396966,POINT (-111.9343936 33.396966)
,150,132,,turning_circle,residential,0,-111.9015519,33.3954711,POINT (-111.9015519 33.3954711)
,151,,,traffic_signals,secondary,0,-111.9348718,33.3928877,POINT (-111.9348718 33.3928877)
,152,133,,,residential,0,-111.9344404,33.396193,POINT (-111.9344404 33.396193)
,153,,,,motorway,0,-111.8945171,33.3575819,POINT (-111.8945171 33.3575819)
,154,134,,turning_circle,residential,0,-111.9698469,33.3817493,POINT (-111.9698469 33.3817493)
,155,,,traffic_signals,primary,0,-111.9399379,33.4218921,POINT (-111.9399379 33.4218921)
,156,,,traffic_signals,primary,0,-111.9399409,33.4219799,POINT (-111.9399409 33.4219799)
,157,,,,tertiary,0,-111.9349243,33.3924672,POINT (-111.9349243 33.3924672)
,158,,,,others,0,-111.8892581,33.4292547,POINT (-111.8892581 33.4292547)
,159,,,,others,0,-111.8892363,33.4288678,POINT (-111.8892363 33.4288678)
,160,135,,turning_circle,residential,0,-111.937244,33.3959318,POINT (-111.937244 33.3959318)
,161,,,,secondary,0,-111.9618505,33.4074314,POINT (-111.9618505 33.4074314)
,162,,,,tertiary,0,-111.9349129,33.3991964,POINT (-111.9349129 33.3991964)
,163,,,traffic_signals,secondary,0,-111.939382,33.3782279,POINT (-111.939382 33.3782279)
,164,136,,,residential,0,-111.9594945,33.3736599,POINT (-111.9594945 33.3736599)
,165,137,,,residential,0,-111.9349161,33.3953822,POINT (-111.9349161 33.3953822)
,166,138,,,residential,0,-111.9315706,33.3946634,POINT (-111.9315706 33.3946634)
,167,139,,,residential,0,-111.9296394,33.3946777,POINT (-111.9296394 33.3946777)
,168,140,,,residential,0,-111.9273649,33.3948354,POINT (-111.9273649 33.3948354)
,169,141,,turning_circle,residential,0,-111.9392879,33.3294369,POINT (-111.9392879 33.3294369)
,170,142,,,residential,0,-111.8901855,33.3952107,POINT (-111.8901855 33.3952107)
,171,143,,,residential,0,-111.8876878,33.3949241,POINT (-111.8876878 33.3949241)
,172,144,,,residential,0,-111.8867307,33.3949558,POINT (-111.8867307 33.3949558)
,173,145,,,residential,0,-111.8832933,33.3954615,POINT (-111.8832933 33.3954615)
,174,146,,turning_circle,residential,0,-111.8825465,33.3955189,POINT (-111.8825465 33.3955189)
,175,147,,,secondary,1,-111.8938961,33.354339,POINT (-111.8938961 33.354339)
,176,148,,turning_circle,residential,0,-111.9560014,33.3568797,POINT (-111.9560014 33.3568797)
,177,149,,,residential,0,-111.9396495,33.3955044,POINT (-111.9396495 33.3955044)
,178,150,,,residential,0,-111.9376131,33.3952008,POINT (-111.9376131 33.3952008)
,179,151,,,residential,0,-111.934918,33.394993,POINT (-111.934918 33.394993)
,180,152,,,residential,0,-111.9064604,33.3947072,POINT (-111.9064604 33.3947072)
,181,153,,,residential,0,-111.9055229,33.3947074,POINT (-111.9055229 33.3947074)
,182,154,,,residential,0,-111.9413155,33.3294864,POINT (-111.9413155 33.3294864)
,183,155,,,residential,0,-111.8947597,33.3942918,POINT (-111.8947597 33.3942918)
,184,156,,,residential,0,-111.9248627,33.395,POINT (-111.9248627 33.395)
,185,157,,,residential,0,-111.9199092,33.3945452,POINT (-111.9199092 33.3945452)
,186,158,,turning_circle,residential,0,-111.9191846,33.3945436,POINT (-111.9191846 33.3945436)
,187,159,,turning_circle,residential,0,-111.9387593,33.3296894,POINT (-111.9387593 33.3296894)
,188,160,,,residential,0,-111.9378151,33.3297683,POINT (-111.9378151 33.3297683)
,189,161,,,residential,0,-111.9197711,33.4367602,POINT (-111.9197711 33.4367602)
,190,162,,,residential,0,-111.9189574,33.4376765,POINT (-111.9189574 33.4376765)
,191,,,turning_circle,others,0,-111.9197885,33.4390423,POINT (-111.9197885 33.4390423)
,192,163,,traffic_signals,residential,0,-111.9666812,33.3345248,POINT (-111.9666812 33.3345248)
,193,,,,secondary,0,-111.9395644,33.3867531,POINT (-111.9395644 33.3867531)
,194,,,,tertiary,0,-111.9416085,33.4383301,POINT (-111.9416085 33.4383301)
,195,164,,,residential,0,-111.9370321,33.3328008,POINT (-111.9370321 33.3328008)
,196,165,,,residential,0,-111.9297846,33.4388367,POINT (-111.9297846 33.4388367)
,197,,,traffic_signals,secondary,0,-111.9608878,33.3880557,POINT (-111.9608878 33.3880557)
,198,166,,,residential,0,-111.9446684,33.4307709,POINT (-111.9446684 33.4307709)
,199,167,,,residential,0,-111.9452441,33.4307647,POINT (-111.9452441 33.4307647)
,200,168,,turning_circle,residential,0,-111.9556323,33.3614606,POINT (-111.9556323 33.3614606)
,201,169,,,residential,0,-111.9451318,33.4305537,POINT (-111.9451318 33.4305537)
,202,170,,,residential,0,-111.9108155,33.4116335,POINT (-111.9108155 33.4116335)
,203,171,,,residential,0,-111.9450364,33.4307669,POINT (-111.9450364 33.4307669)
,204,172,,,residential,0,-111.9316393,33.40165,POINT (-111.9316393 33.40165)
,205,173,,turning_circle,residential,0,-111.9316478,33.4011412,POINT (-111.9316478 33.4011412)
,206,174,,,residential,0,-111.9222182,33.4504263,POINT (-111.9222182 33.4504263)
,207,,,motorway_junction,motorway,0,-111.8945641,33.3554939,POINT (-111.8945641 33.3554939)
,208,175,,,residential,0,-111.9083997,33.3440603,POINT (-111.9083997 33.3440603)
,209,176,,,residential,0,-111.9693934,33.338648,POINT (-111.9693934 33.338648)
,210,177,,,residential,0,-111.9328846,33.3218194,POINT (-111.9328846 33.3218194)
,211,178,,traffic_signals,residential,0,-111.9366625,33.4219038,POINT (-111.9366625 33.4219038)
,212,179,,,residential,0,-111.9064815,33.3814768,POINT (-111.9064815 33.3814768)
,213,,,traffic_signals,secondary,0,-111.9349659,33.4219488,POINT (-111.9349659 33.4219488)
,214,180,,,residential,0,-111.9123461,33.4157894,POINT (-111.9123461 33.4157894)
,215,,,traffic_signals,secondary,0,-111.9289415,33.4220194,POINT (-111.9289415 33.4220194)
,216,181,,,residential,0,-111.9716062,33.3386362,POINT (-111.9716062 33.3386362)
,217,,,traffic_signals,secondary,0,-111.9177025,33.4220187,POINT (-111.9177025 33.4220187)
,218,182,,,residential,0,-111.9072885,33.4220009,POINT (-111.9072885 33.4220009)
,219,183,,turning_circle,residential,0,-111.9054242,33.3865694,POINT (-111.9054242 33.3865694)
,220,184,,,residential,0,-111.9062477,33.4220216,POINT (-111.9062477 33.4220216)
,221,185,,,residential,0,-111.9286777,33.4512133,POINT (-111.9286777 33.4512133)
,222,186,,,residential,0,-111.9054664,33.422026,POINT (-111.9054664 33.422026)
,223,187,,,residential,0,-111.9349094,33.4019151,POINT (-111.9349094 33.4019151)
,224,188,,turning_circle,residential,0,-111.9080023,33.3370684,POINT (-111.9080023 33.3370684)
,225,,,,secondary,0,-111.8980581,33.4221093,POINT (-111.8980581 33.4221093)
,226,189,,,residential,0,-111.8961709,33.4220977,POINT (-111.8961709 33.4220977)
,227,,,,secondary,0,-111.8953441,33.4220871,POINT (-111.8953441 33.4220871)
,228,190,,,residential,0,-111.9160673,33.4034487,POINT (-111.9160673 33.4034487)
,229,191,,,residential,0,-111.9349089,33.3973027,POINT (-111.9349089 33.3973027)
,230,,,traffic_signals,secondary,0,-111.8919506,33.4218944,POINT (-111.8919506 33.4218944)
,231,192,,,residential,0,-111.9349086,33.3969626,POINT (-111.9349086 33.3969626)
,232,,,traffic_signals,secondary,0,-111.890304,33.4218897,POINT (-111.890304 33.4218897)
,233,,,,secondary,0,-111.8878272,33.4220762,POINT (-111.8878272 33.4220762)
,234,193,,,residential,0,-111.8874179,33.4220888,POINT (-111.8874179 33.4220888)
,235,194,,,residential,0,-111.9587011,33.3199914,POINT (-111.9587011 33.3199914)
,236,195,,turning_circle,residential,0,-111.9413716,33.3992725,POINT (-111.9413716 33.3992725)
,237,196,,,residential,0,-111.9349124,33.3961682,POINT (-111.9349124 33.3961682)
,238,197,,,residential,0,-111.9349144,33.3957526,POINT (-111.9349144 33.3957526)
,239,,,,secondary,0,-111.8809756,33.422114,POINT (-111.8809756 33.422114)
,240,198,,,residential,0,-111.9228983,33.4238125,POINT (-111.9228983 33.4238125)
,241,199,,,residential,0,-111.9459193,33.3672352,POINT (-111.9459193 33.3672352)
,242,200,,,residential,0,-111.9463507,33.3672456,POINT (-111.9463507 33.3672456)
,243,201,,turning_circle,residential,0,-111.9480306,33.3673479,POINT (-111.9480306 33.3673479)
,244,202,,,residential,0,-111.9073578,33.3550663,POINT (-111.9073578 33.3550663)
,245,203,,,residential,0,-111.9459212,33.3674991,POINT (-111.9459212 33.3674991)
,246,204,,,residential,0,-111.9349549,33.3911748,POINT (-111.9349549 33.3911748)
,247,205,,,residential,0,-111.9730742,33.3920859,POINT (-111.9730742 33.3920859)
,248,206,,,residential,0,-111.9072204,33.3555538,POINT (-111.9072204 33.3555538)
,249,207,,,residential,0,-111.9402195,33.3632036,POINT (-111.9402195 33.3632036)
,250,208,,,residential,0,-111.9350279,33.3879456,POINT (-111.9350279 33.3879456)
,251,209,,turning_circle,residential,0,-111.9072891,33.3559553,POINT (-111.9072891 33.3559553)
,252,210,,,residential,0,-111.9402272,33.363696,POINT (-111.9402272 33.363696)
,253,,,,secondary,0,-111.9369828,33.3637196,POINT (-111.9369828 33.3637196)
,254,,,traffic_signals,secondary,0,-111.971928,33.3781444,POINT (-111.971928 33.3781444)
,255,,,,secondary,0,-111.9735301,33.3782068,POINT (-111.9735301 33.3782068)
,256,,,traffic_signals,secondary,0,-111.972052,33.3782892,POINT (-111.972052 33.3782892)
,257,,,traffic_signals,secondary,0,-111.9719274,33.3782908,POINT (-111.9719274 33.3782908)
,258,211,,,residential,0,-111.9073612,33.3475306,POINT (-111.9073612 33.3475306)
,259,212,,,residential,0,-111.89466,33.3754707,POINT (-111.89466 33.3754707)
,260,213,,,residential,0,-111.9077612,33.3510658,POINT (-111.9077612 33.3510658)
,261,,,traffic_signals,primary,0,-111.9095684,33.4403961,POINT (-111.9095684 33.4403961)
,262,214,,,residential,0,-111.909471,33.4440155,POINT (-111.909471 33.4440155)
,263,215,,,residential,0,-111.9093347,33.4498576,POINT (-111.9093347 33.4498576)
,264,216,,,residential,0,-111.9073586,33.3291796,POINT (-111.9073586 33.3291796)
,265,217,,,residential,0,-111.9065602,33.4035428,POINT (-111.9065602 33.4035428)
,266,218,,,residential,0,-111.9334901,33.3447613,POINT (-111.9334901 33.3447613)
,267,,,,secondary,0,-111.937678,33.3637065,POINT (-111.937678 33.3637065)
,268,,,,secondary,0,-111.9366203,33.3637202,POINT (-111.9366203 33.3637202)
,269,219,,,residential,0,-111.9060258,33.4019796,POINT (-111.9060258 33.4019796)
,270,220,,,residential,0,-111.9357315,33.3637227,POINT (-111.9357315 33.3637227)
,271,221,,,residential,0,-111.9338053,33.3637356,POINT (-111.9338053 33.3637356)
,272,222,,,residential,0,-111.9333762,33.3637354,POINT (-111.9333762 33.3637354)
,273,,,,tertiary,0,-111.9367743,33.3721671,POINT (-111.9367743 33.3721671)
,274,223,,,residential,0,-111.9351864,33.3812698,POINT (-111.9351864 33.3812698)
,275,,,,tertiary,0,-111.9378029,33.3709955,POINT (-111.9378029 33.3709955)
,276,224,,turning_circle,residential,0,-111.9054113,33.3952408,POINT (-111.9054113 33.3952408)
,277,225,,,residential,0,-111.9307669,33.3637435,POINT (-111.9307669 33.3637435)
,278,226,,turning_circle,residential,0,-111.8937594,33.3324237,POINT (-111.8937594 33.3324237)
,279,227,,,residential,0,-111.9344743,33.3953745,POINT (-111.9344743 33.3953745)
,280,,,traffic_signals,secondary,0,-111.9285986,33.3637491,POINT (-111.9285986 33.3637491)
,281,,,,others,0,-111.906226,33.4274144,POINT (-111.906226 33.4274144)
,282,228,,traffic_signals,residential,0,-111.9352604,33.3782292,POINT (-111.9352604 33.3782292)
,283,229,,,residential,0,-111.9219277,33.3637652,POINT (-111.9219277 33.3637652)
,284,,,,tertiary,0,-111.9365611,33.3648029,POINT (-111.9365611 33.3648029)
,285,,,,tertiary,0,-111.9368515,33.3722674,POINT (-111.9368515 33.3722674)
,286,,,traffic_signals,secondary,0,-111.9199211,33.3637722,POINT (-111.9199211 33.3637722)
,287,230,,,residential,0,-111.9182713,33.3637724,POINT (-111.9182713 33.3637724)
,288,,,,tertiary,0,-111.9379428,33.371045,POINT (-111.9379428 33.371045)
,289,231,,,residential,0,-111.9150011,33.3637652,POINT (-111.9150011 33.3637652)
,290,232,,,residential,0,-111.9332123,33.3715076,POINT (-111.9332123 33.3715076)
,291,,,traffic_signals,secondary,0,-111.9112332,33.3637652,POINT (-111.9112332 33.3637652)
,292,233,,,residential,0,-111.906635,33.3637864,POINT (-111.906635 33.3637864)
,293,234,,,residential,0,-111.9049528,33.3637974,POINT (-111.9049528 33.3637974)
,294,,,,tertiary,0,-111.9367128,33.3648022,POINT (-111.9367128 33.3648022)
,295,235,,traffic_signals,residential,0,-111.9026145,33.3638064,POINT (-111.9026145 33.3638064)
,296,236,,,residential,0,-111.9009026,33.3638087,POINT (-111.9009026 33.3638087)
,297,237,,,residential,0,-111.933668,33.3625034,POINT (-111.933668 33.3625034)
,298,,,traffic_signals,secondary,0,-111.9284788,33.3492656,POINT (-111.9284788 33.3492656)
,299,238,,,residential,0,-111.9545689,33.3670364,POINT (-111.9545689 33.3670364)
,300,239,,,residential,0,-111.8975908,33.3638232,POINT (-111.8975908 33.3638232)
,301,240,,,residential,0,-111.8965955,33.3638323,POINT (-111.8965955 33.3638323)
,302,241,,,residential,0,-111.9363376,33.3492511,POINT (-111.9363376 33.3492511)
,303,242,,,residential,0,-111.941427,33.3491341,POINT (-111.941427 33.3491341)
,304,243,,,residential,0,-111.9336508,33.3610768,POINT (-111.9336508 33.3610768)
,305,244,,,residential,0,-111.9078478,33.3341407,POINT (-111.9078478 33.3341407)
,306,245,,,residential,0,-111.9338517,33.3492511,POINT (-111.9338517 33.3492511)
,307,246,,turning_circle,residential,0,-111.9589398,33.3741612,POINT (-111.9589398 33.3741612)
,308,247,,,residential,0,-111.9323444,33.3717799,POINT (-111.9323444 33.3717799)
,309,248,,,residential,0,-111.9323969,33.3698518,POINT (-111.9323969 33.3698518)
,310,249,,,residential,0,-111.9327402,33.369178,POINT (-111.9327402 33.369178)
,311,250,,,residential,0,-111.9333925,33.3673716,POINT (-111.9333925 33.3673716)
,312,251,,,residential,0,-111.9349899,33.4232132,POINT (-111.9349899 33.4232132)
,313,252,,turning_circle,residential,0,-111.9716262,33.3863159,POINT (-111.9716262 33.3863159)
,314,253,,,residential,0,-111.9714288,33.3833918,POINT (-111.9714288 33.3833918)
,315,254,,,residential,0,-111.9714374,33.3829332,POINT (-111.9714374 33.3829332)
,316,255,,,residential,0,-111.9714374,33.382238,POINT (-111.9714374 33.382238)
,317,256,,,residential,0,-111.9110201,33.3962019,POINT (-111.9110201 33.3962019)
